OTU	lineage	X12	X11	X10	X14	X17	X15	X16	X13	X24	X26	X23	X25	X18	X20	X19	X21
OTU424	r__root;p__Arthropoda;c__Arachnida;o__Araneae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU425	r__root;p__Arthropoda;c__Insecta;o__Hemiptera	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0
OTU426	r__root;p__Arthropoda;c__Insecta;o__Hymenoptera;f__Formicidae	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0
OTU429	r__root;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Geometridae	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU435	r__root;p__Arthropoda;c__Insecta;o__Blattodea;f__Termitidae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU438	r__root;p__Arthropoda;c__Collembola	0	0	0	0	0	0	0	0	0	210	0	0	0	0	0	0
OTU441	r__root;p__Arthropoda;c__Insecta;o__Diptera;f__Syrphidae	0	0	0	0	0	0	0	0	0	0	0	0	0	91	30	0
OTU451	r__root;p__Arthropoda;c__Insecta;o__Diptera	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0
OTU452	r__root;p__Arthropoda;c__Insecta;o__Lepidoptera	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0
OTU453	r__root;p__Arthropoda;c__Insecta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU459	r__root;p__Arthropoda;c__Insecta;o__Hymenoptera;f__Formicidae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0
OTU461	r__root;p__Arthropoda;c__Insecta;o__Hemiptera;f__Issidae	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0
OTU466	r__root;p__Arthropoda;c__Insecta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU470	r__root;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Pyralidae	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	0
OTU476	r__root;p__Arthropoda;c__Insecta;o__Diptera	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	90
OTU478	r__root;p__Arthropoda;c__Insecta;o__Diptera;f__Sciaridae	0	0	0	0	0	0	0	0	38	0	0	0	0	0	68	0
OTU479	r__root;p__Arthropoda;c__Insecta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105
OTU480	r__root;p__Arthropoda;c__Insecta;o__Coleoptera	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0
OTU485	r__root;p__Arthropoda;c__Insecta;o__Hymenoptera;f__Ichneumonidae	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0
OTU490	r__root;p__Arthropoda;c__Insecta;o__Diptera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU493	r__root;p__Arthropoda;c__Collembola;o__Poduromorpha;f__Onychiuridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU494	r__root;p__Arthropoda;c__Insecta;o__Hymenoptera;f__Ichneumonidae	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0
OTU495	r__root;p__Arthropoda;c__Insecta;o__Diptera;f__Sciaridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU497	r__root;p__Arthropoda;c__Insecta;o__Diptera	0	0	0	0	0	0	0	0	96	0	0	77	0	0	0	0
OTU501	r__root;p__Arthropoda;c__Insecta;o__Diptera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU502	r__root;p__Arthropoda;c__Insecta;o__Odonata;f__Libellulidae	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0
OTU505	r__root;p__Arthropoda;c__Collembola;o__Entomobryomorpha	0	0	0	0	56	0	0	0	0	93	0	0	0	0	0	33
OTU509	r__root;p__Arthropoda;c__Insecta;o__Diptera;f__Sphaeroceridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU511	r__root;p__Arthropoda;c__Insecta	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0
OTU512	r__root;p__Arthropoda;c__Insecta;o__Diptera;f__Sciaridae	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0
OTU515	r__root;p__Arthropoda;c__Insecta;o__Diptera	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU517	r__root;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Noctuidae	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0
OTU518	r__root;p__Arthropoda;c__Insecta;o__Diptera	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0
OTU519	r__root;p__Arthropoda;c__Insecta;o__Diptera;f__Chironomidae	0	0	0	83	0	0	0	0	0	0	0	0	0	0	42	0
OTU520	r__root;p__Arthropoda;c__Insecta;o__Diptera;f__Chironomidae	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0
OTU524	r__root;p__Arthropoda;c__Insecta;o__Diptera;f__Chironomidae	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU526	r__root;p__Arthropoda;c__Insecta;o__Diptera;f__Simuliidae	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU527	r__root;p__Arthropoda;c__Insecta;o__Diptera	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU530	r__root;p__Arthropoda;c__Insecta;o__Hymenoptera;f__Tenthredinidae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84
OTU531	r__root;p__Arthropoda;c__Insecta;o__Coleoptera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0
OTU534	r__root;p__Arthropoda;c__Insecta;o__Diptera	0	0	0	0	0	0	0	73	0	128	0	0	0	0	0	0
OTU541	r__root;p__Arthropoda;c__Insecta	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU546	r__root;p__Arthropoda;c__Insecta;o__Lepidoptera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0
OTU548	r__root;p__Arthropoda;c__Insecta	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0
OTU549	r__root;p__Arthropoda;c__Insecta;o__Lepidoptera	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0
OTU552	r__root;p__Arthropoda;c__Insecta;o__Blattodea;f__Blattidae	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU553	r__root;p__Arthropoda;c__Insecta;o__Diptera	0	0	0	61	0	0	0	0	78	0	0	0	0	0	0	0
OTU554	r__root;p__Arthropoda;c__Insecta;o__Lepidoptera	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU558	r__root;p__Arthropoda;c__Insecta;o__Diptera	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0
OTU559	r__root;p__Arthropoda;c__Insecta	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU569	r__root;p__Arthropoda;c__Insecta;o__Hymenoptera;f__Formicidae	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0
OTU570	r__root;p__Arthropoda;c__Insecta;o__Coleoptera;f__Carabidae	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0
OTU580	r__root;p__Arthropoda;c__Insecta	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0
OTU596	r__root;p__Arthropoda;c__Insecta;o__Hemiptera;f__Issidae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0
OTU598	r__root;p__Arthropoda;c__Insecta	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0
OTU600	r__root;p__Arthropoda;c__Insecta;o__Lepidoptera	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0
OTU604	r__root;p__Arthropoda;c__Insecta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU609	r__root;p__Arthropoda;c__Insecta;o__Diptera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60
OTU610	r__root;p__Arthropoda;c__Collembola;o__Entomobryomorpha	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0
OTU612	r__root;p__Arthropoda;c__Collembola	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0
OTU613	r__root;p__Arthropoda;c__Insecta;o__Hemiptera;f__Cicadellidae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60
OTU615	r__root;p__Arthropoda;c__Insecta;o__Hymenoptera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU619	r__root;p__Arthropoda;c__Insecta;o__Hymenoptera;f__Ichneumonidae	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0
OTU641	r__root;p__Arthropoda;c__Insecta	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0
OTU643	r__root;p__Arthropoda;c__Insecta;o__Hymenoptera;f__Formicidae	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0
OTU645	r__root;p__Arthropoda;c__Insecta;o__Diptera	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0
OTU646	r__root;p__Arthropoda;c__Insecta;o__Diptera;f__Ceratopogonidae	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0
OTU651	r__root;p__Arthropoda;c__Insecta;o__Psocodea	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0
OTU656	r__root;p__Arthropoda;c__Insecta	0	0	0	0	150	0	0	0	0	50	0	0	0	0	0	0
OTU657	r__root;p__Arthropoda;c__Insecta;o__Diptera;f__Sciaridae	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU659	r__root;p__Arthropoda;c__Insecta;o__Lepidoptera	41	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0
OTU661	r__root;p__Arthropoda;c__Insecta;o__Psocodea;f__Peripsocidae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0
OTU666	r__root;p__Arthropoda;c__Insecta;o__Hemiptera	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0
OTU668	r__root;p__Arthropoda;c__Insecta;o__Diptera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU673	r__root;p__Arthropoda;c__Insecta;o__Hymenoptera	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0
OTU678	r__root;p__Arthropoda;c__Insecta;o__Hymenoptera;f__Ichneumonidae	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0
OTU684	r__root;p__Arthropoda;c__Insecta	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU690	r__root;p__Arthropoda;c__Insecta;o__Hemiptera;f__Aleyrodidae	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0
OTU693	r__root;p__Arthropoda;c__Insecta;o__Hemiptera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU702	r__root;p__Arthropoda;c__Insecta;o__Hemiptera;f__Cercopidae	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0
OTU705	r__root;p__Arthropoda;c__Insecta;o__Diptera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0
OTU708	r__root;p__Arthropoda;c__Insecta;o__Hymenoptera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU715	r__root;p__Arthropoda;c__Insecta;o__Diptera;f__Chironomidae	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0
OTU717	r__root;p__Arthropoda;c__Collembola;o__Entomobryomorpha	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU727	r__root;p__Arthropoda;c__Insecta	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0
OTU732	r__root;p__Arthropoda;c__Insecta;o__Diptera;f__Limoniidae	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0
OTU735	r__root;p__Arthropoda;c__Insecta;o__Hymenoptera;f__Braconidae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU736	r__root;p__Arthropoda;c__Insecta	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0
OTU740	r__root;p__Arthropoda;c__Insecta;o__Hymenoptera;f__Braconidae	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0
OTU742	r__root;p__Arthropoda;c__Insecta;o__Diptera;f__Chironomidae	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU743	r__root;p__Arthropoda;c__Insecta;o__Lepidoptera	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU754	r__root;p__Arthropoda;c__Collembola	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0
OTU755	r__root;p__Arthropoda;c__Insecta;o__Hemiptera;f__Cicadellidae	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0
OTU761	r__root;p__Arthropoda;c__Insecta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0
OTU765	r__root;p__Arthropoda;c__Insecta;o__Diptera	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU768	r__root;p__Arthropoda;c__Insecta;o__Diptera;f__Cecidomyiidae	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0
OTU769	r__root;p__Arthropoda;c__Insecta;o__Diptera	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU771	r__root;p__Arthropoda;c__Insecta	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0
OTU773	r__root;p__Arthropoda;c__Collembola;o__Entomobryomorpha	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU774	r__root;p__Arthropoda;c__Insecta;o__Hemiptera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30
OTU789	r__root;p__Arthropoda;c__Insecta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
