OTU_id	lineage	X14	X24	X22	X17	X21	X13	X19	X18	X25	X11	X10	X12	X20	X16	X23	X15
OTU186	r__root;p__Arthropoda;c__Insecta;o__Hemiptera;f__Cicadellidae	0	0	0	2504	0	0	0	760	0	0	0	0	0	0	0	0
OTU187	r__root;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Pyralidae	0	0	0	872	3011	0	0	447	0	0	0	0	0	0	0	0
OTU188	r__root;p__Arthropoda;c__Insecta;o__Hemiptera;f__Cicadellidae	0	0	54	2440	0	0	0	714	0	0	0	0	0	0	0	0
OTU191	r__root;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Blastobasidae	0	0	0	0	4857	0	0	0	0	859	0	0	0	0	0	0
OTU193	r__root;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Geometridae	0	0	0	0	0	0	0	6158	0	0	0	0	0	0	0	0
OTU197	r__root;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Arctiidae	0	0	0	0	0	0	0	0	3144	0	0	0	0	0	0	0
OTU200	r__root;p__Arthropoda;c__Insecta;o__Diptera	0	0	0	0	0	0	0	0	0	0	0	0	0	3427	0	0
OTU201	r__root;p__Arthropoda;c__Insecta;o__Coleoptera;f__Chrysomelidae	0	0	0	0	0	0	0	0	0	0	0	713	0	0	0	4772
OTU202	r__root;p__Arthropoda;c__Insecta;o__Coleoptera	0	0	4771	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU206	r__root;p__Arthropoda;c__Insecta;o__Diptera	0	0	0	0	0	0	0	0	0	0	0	0	0	1376	0	0
OTU209	r__root;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Cosmopterigidae	0	640	162	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU211	r__root;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Noctuidae	0	3203	0	0	0	0	0	0	0	0	1741	0	0	0	0	0
OTU221	r__root;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Arctiidae	0	0	0	0	0	0	0	0	3556	0	0	0	0	0	0	0
OTU241	r__root;p__Arthropoda;c__Insecta;o__Diptera	0	0	0	159	0	0	0	0	0	0	0	0	2374	0	0	1052
OTU244	r__root;p__Arthropoda;c__Insecta;o__Diptera	0	0	0	0	0	0	0	0	0	0	3943	0	0	0	0	0
OTU250	r__root;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Nymphalidae	0	0	0	0	0	0	0	0	0	0	0	0	0	4142	0	0
OTU251	r__root;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Cosmopterigidae	0	621	176	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU252	r__root;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Noctuidae	0	4512	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU255	r__root;p__Arthropoda;c__Insecta;o__Diptera;f__Syrphidae	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	3255
OTU261	r__root;p__Arthropoda;c__Insecta	0	0	0	0	0	0	0	0	0	0	0	4432	0	0	0	0
OTU268	r__root;p__Arthropoda;c__Insecta;o__Diptera;f__Syrphidae	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	1019
OTU270	r__root;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Oecophoridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3580	0
OTU289	r__root;p__Arthropoda;c__Insecta	217	0	0	0	1147	0	0	0	0	0	0	0	299	0	0	0
